userWallet,credit_score,total_transactions,total_usd_volume,activity_duration_days,risk_category
0x0188f8b6f58aec2e47c1ba1fc38b9978273de931,290,1,9.38657742216882e+19,0.0,High Risk
0x01e47909e37b86e1eed4b8bad33e4750b1f20ec7,290,1,1189056.61,0.0,High Risk
0x01e39d91be30aaa753a7ff3256cd371abcc17d62,290,1,2.2426143060649322e+17,0.0,High Risk
0x01e0c7b70e0e05a06c7cc8deeb97fa03d6a77c9c,290,1,99773.9,0.0,High Risk
0x01f0ff5cdd43d82a60f6a34728b71aa7e6f634c4,290,1,3.6075185937876275e+19,0.0,High Risk
0x055acb1b90797996b4fa1f7605e74b84887e3821,290,1,3.4084504707866244e+20,0.0,High Risk
0x055994e836a0d561af0cbc04b9d3a6682debd0c7,290,1,1087159.05,0.0,High Risk
0x055733d53eb3ddfb8395e9c9856dee0ec26283a8,290,1,2.926224842372612e+18,0.0,High Risk
0x011e8572c0e339b659add9fbf24ba1328cde7ca9,290,1,1.7794815013710947e+17,0.0,High Risk
0x011e3916f0932f0c0b62261e03b729eeb4e8da85,290,1,1001844.33,0.0,High Risk
0x011e2c14c24fdac66a77802061d8ea26814e5154,290,2,66602250.99,9.2,High Risk
0x011d826f9ced58896b8046e7afc995f366538cce,290,5,4.5608476085520773e+18,7.8,High Risk
0x028c6ca71aee61d84266c8ebd639e2db5800018c,290,1,1111407.24,0.0,High Risk
0x029b8b56a2b189b9485d32f60884ca1fa1cc3d6e,290,1,99013697312921.78,0.0,High Risk
0x029ac3b28fff4be7c9b8853210a15c45e733a0b3,290,2,6.014486751043487e+18,0.5,High Risk
0x029a3d224e8c5daf8d5126f35502d7aecd23fb02,290,1,1.0102517721595027e+18,0.0,High Risk
0x029832df0ace2538cdfbbd4fa198667ef84e7f68,290,1,1108462.37,0.0,High Risk
0x01270d19f1b70c3f24efb57d28974b3d664dd7e6,290,1,1.1414195673165512e+18,0.0,High Risk
0x012668a6f1b462d55bb77bdd4dec5c8e57463e43,290,1,1.1455225603959357e+18,0.0,High Risk
0x01253d735f350afc426335560251171367cd095d,290,1,2.707426377467628e+16,0.0,High Risk
0x0122f83912932a2d3631340168795c42b6716290,290,2,3057642.96,5.5,High Risk
0x026ad881fc19964d8d184b4a691d049cc59a45a6,290,1,13631.26,0.0,High Risk
0x011c8e8496801c553b480c7fb8a34eb729b18537,290,1,1.1052782948834255e+18,0.0,High Risk
0x011b7c26193af783f967621d9be90a8bc6a9abd3,290,2,2.0394053205957107e+18,0.9,High Risk
0x0118473b89b9b267953921c26760394db9da6ec3,290,2,3.2329075746094444e+18,1.3,High Risk
0x02a15e66e82fbf790b363a7c2786dc3b8d053425,290,1,1698584524817657.5,0.0,High Risk
0x02a0788f463bf8fa2754fa49cd89cb1e079ca046,290,1,1111274.88,0.0,High Risk
0x02a06a60b8b437bf6cf79d0a5933908525a139e5,290,1,1097315.05,0.0,High Risk
0x029c7afb648193e67014467bf18beb4cf395c879,290,1,1.4471217500052095e+20,0.0,High Risk
0x029bc12540dc84ed8282d36ebc268b5762a64346,290,1,265815455.94,0.0,High Risk
0x02a9cc149af402d3be54456c16da64f5004d467d,290,2,2.2757957862265234e+18,2.8,High Risk
0x02a84f912d51ca31f8505789c648b842c576cf45,290,2,3.141692425910387e+18,1.6,High Risk
0x02a804c44c2ea1f8668904b3f52db0b41cd3782b,290,1,1.0778008432336695e+18,0.0,High Risk
0x012f638dab4959ebadf779a6e775111893d7d922,290,1,13631.87,0.0,High Risk
0x029540b12432897be480e69f38001b8e29ebd295,290,1,2.0096481796917105e+18,0.0,High Risk
0x055b202158a09b979e283c46bf364906267b7a7a,290,1,3.580068826114142e+19,0.0,High Risk
0x055aec00dc22bfca3f2acf092148bddf218e1ac7,290,1,113372470.41,0.0,High Risk
0x05c264e0c7749b60d79c5924e89f62bc09c2f1f3,290,1,1.133742154504323e+18,0.0,High Risk
0x05c24294b139c9cc6cf7d3a719ac9898ce3f2bf0,290,1,8.627499174409349e+19,0.0,High Risk
0x05c15c999355b8a0e15e3fe60fce60f149a6e039,290,1,2.9777358719602e+16,0.0,High Risk
0x05c076e25257f40410ba317aed8a5f437a524a86,290,1,1.7800567140725776e+17,0.0,High Risk
0x02708e817ac0bf55c3be213a59fbf133f1ef741e,290,1,1573586.77,0.0,High Risk
0x02704afeed85438de25e9c73ca719b6940e2ae02,290,1,3.124289850214588e+20,0.0,High Risk
0x026f1313e8e40682321b7c819223575a18e537a6,290,3,6.64947697530845e+21,26.1,High Risk
0x026d91ed039c1c67623df86c399c13deee6a9365,290,2,2307297.15,1.8,High Risk
0x026cfe8238076c5500416ce21c6c3b3e00484494,290,1,1094446.66,0.0,High Risk
0x026bdccdd3a4327905c1075ae4b90908ec027add,290,1,2.7213268500089233e+19,0.0,High Risk
0x0263c51c0e9812f7702960c62678311867cf869f,290,1,1.7917337698688672e+17,0.0,High Risk
0x0263c0db809c695ddb08c0fbd4b0c5a2e41e9b1d,290,1,1113944.0,0.0,High Risk
0x025fedc5cf1f0a2317f991a0d43322f763d1c245,290,1,2.027125079092003e+20,0.0,High Risk
0x025e5b9df86443eb28827645c3db2a9a36c3d670,290,1,2.7123110338736856e+16,0.0,High Risk
0x025cbfcaf636265ea78a5ca1bf1b688a84a3afc2,290,1,9.955565119591674e+16,0.0,High Risk
0x025bc6b46c828a9cf89f036a447c269888207985,290,1,1.7709195077987786e+17,0.0,High Risk
0x0114d2ec12d3c70f90d9a9d827930c66b435c61e,290,1,1.4439976739341688e+16,0.0,High Risk
0x0113e5d1ca256159d7e7f37fd334ef1f7ee5d39b,290,1,1064839.42,0.0,High Risk
0x02a7d44b26eb2d8db454dbf7b9411ca9346cb1fb,290,1,1023023.3,0.0,High Risk
0x02a73d22bd486381e61eca664377a06c446d5316,290,2,2046703.66,4.9,High Risk
0x02a5948adf2f74c62c6feb8282786e4303e5275d,290,1,1.1886507952922616e+18,0.0,High Risk
0x02af03e62f2b267f460455f60f87842fe2807b7b,290,1,1.829331005064872e+17,0.0,High Risk
0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,290,1,1.424539811980101e+17,0.0,High Risk
0x05c29a135e4ec2e86cc6edc50f3df2f074d7e976,290,1,1.7956785351009223e+20,0.0,High Risk
0x0185e80948461135faabd6d01fe4afa8586fe6c4,290,1,1857924.57,0.0,High Risk
0x018423caf5f8ecafb391edf7c4540802981cd0fa,290,1,1.0162077541662929e+18,0.0,High Risk
0x0191c087cbf29aa1103c1010c470743264a052b1,290,1,1.0016389465626236e+16,0.0,High Risk
0x01e05c9e290cc8954ea88d811244139d6bacd66b,290,1,1102222.57,0.0,High Risk
0x01df5786b43e513ba91d24082cbe82046199c03b,290,3,4.30375588447163e+18,1.8,High Risk
0x01ddafdf69ca8f68849792a529e9876eca5b7c60,290,1,1.16073815010388e+18,0.0,High Risk
0x05c2680073732e7be85c1e0a8dcc47704db5ba7b,290,1,1.3340628090242732e+18,0.0,High Risk
0x0111aa45d978c43bdee2b7690e33c65648fc06cb,290,1,1.9575042290640035e+17,0.0,High Risk
0x011128170cd4f77f90af9dbb7501b10112efb31e,290,1,1.3103817781696732e+18,0.0,High Risk
0x02b32bf15b786bced6a40e1834b91986cc30531d,290,1,1.9517540080179907e+17,0.0,High Risk
0x02b2922c1163d06facf7c62d98a35e687e2741dd,290,1,2.2263225780204822e+17,0.0,High Risk
0x02b21ae22bda250e3cbeb563aa9b4192ac41faa9,290,1,1094845.13,0.0,High Risk
0x02b202a0389ac791190121c2508e3532ad2cd297,290,1,1.8945964297383546e+17,0.0,High Risk
0x02b04fd27fb898e6face6df1888f72906b5ba11c,290,2,1.4158425738411297e+18,0.0,High Risk
0x02bc46b19b1ea69c3e70918c899526e5adad7435,290,1,10016.55,0.0,High Risk
0x02acfb247839cf5215aec318227dda400011e2ef,290,1,1029154.22,0.0,High Risk
0x02ab74c629a0cb6e86e3cddaabfe05ca79a73bb1,290,2,2243449.34,6.8,High Risk
0x0556817d5a64bff612ad0b13da3e9f026053b48d,290,1,1096987.15,0.0,High Risk
0x055673880d2f505fd0a8ed40ed0bb96641100957,290,1,1102993.33,0.0,High Risk
0x0553bbd6525c779c8d7b529b85c1fb04183df542,290,1,9.857935023655005e+16,0.0,High Risk
0x010a078ff877852f0f18b6a910f7964ff18498f4,290,1,1.0261575328924051e+18,0.0,High Risk
0x01151b41131ed0bc3268dad9be8fab765205bd71,290,2,3.4411757881280076e+20,0.0,High Risk
0x0589a45d8e905150cb4f229cd30c54ef1202a84c,290,2,2229085.87,0.2,High Risk
0x058996b42aeff3012d868ee5e116e8616ccd8f85,290,2,2.0780994665133658e+18,13.8,High Risk
0x0587a761fac209de0d9bb6e186fa21523582d028,290,1,1005400.85,0.0,High Risk
0x0181fb8d39d57383731eb0482249e780de07abde,290,1,11786.4,0.0,High Risk
0x0180af6a237c41c8a0b5297a0fdb8ad1d76e4c92,290,1,9.945834549572543e+17,0.0,High Risk
0x018037f8fa6a91dda30b919de140e1bab5b969a9,290,1,3.359205894010808e+20,0.0,High Risk
0x02b654a6fa9f1b4ce089af16a04401faf035a2c6,290,1,1.220178351828629e+18,0.0,High Risk
0x02c54f73a52ebac634c7365d9e4136370e18a7ad,290,1,7862450618736447.0,0.0,High Risk
0x02c4f4a127e285550a192ac77c715b6f2e641e99,290,1,3961665.34,0.0,High Risk
0x02c4ee6974bf68b002ea221fac8203f182d8a0bb,290,1,1094444.0,0.0,High Risk
0x02c2a7e2fdc63ced0c3c2534148b5f71a20eaa23,290,1,1.7323674237750016e+17,0.0,High Risk
0x02c255ff1abb3242d5b2f325b7fecd1322cc40e7,290,4,3.6233009627967667e+18,10.0,High Risk
0x02c140cd842739c324846893adb64de09026b3f2,290,3,2.386699967052233e+18,0.0,High Risk
0x0113983234c06a01834e6c173efab06f04de2122,290,1,1107609.62,0.0,High Risk
0x01139728b71405424f148e82c090f9097ba69e2c,290,1,80347140.22,0.0,High Risk
0x05c4853a809c29c1674474f7998556ef1e2a1af5,290,1,1.7851988788047547e+18,0.0,High Risk
0x05c2df41d143da3fcefdf3f435cfa39cde7210ce,290,1,1.8029309879743222e+18,0.0,High Risk
0x010e86d5c98a9bf2d232a3a73ea289a79b545b16,290,1,1110428.51,0.0,High Risk
0x010cb104dc1ce1cf2010ee993c74aa347271a686,290,1,97.95,0.0,High Risk
0x02babb5826d85c6a6354b923e94e7e9bb2643507,290,1,1088825.31,0.0,High Risk
0x02b8db8f6d8fdfc914096ec6b20c9e6712781982,290,1,1.0426187476641163e+20,0.0,High Risk
0x02b87eca370a3af303d5dd2d4c1b76c517930cf3,290,1,1378689.64,0.0,High Risk
0x01f4f43ed2f3f9c5761851a5ec025035c5181430,290,1,1032896.19,0.0,High Risk
0x01f1ae8f24996231dec702d1456eaa3b8f4d9efc,290,2,2.0418807549204132e+18,5.1,High Risk
0x01f19cf8a76594dcd6ad72d6968d3fe2267e63bd,290,1,1.8071580185751603e+17,0.0,High Risk
0x0201c8796114f0896085dccb8231db824bf0e1d1,290,4,4.763503792750799e+18,4.3,High Risk
0x018fe0518c0a46855801280950fe0cc98ac96a77,290,1,99431.87,0.0,High Risk
0x01eb9de460ba2c8058094398528eb63cb426e1ad,290,2,2259609.88,5.5,High Risk
0x01e9bdde9367a41dbb7883042d524720b207fc2c,290,1,996970.85,0.0,High Risk
0x058acc4702748c7eddf2bf77831a0300f68a8660,290,1,1108442.91,0.0,High Risk
0x054e3d38670dd99c5404bd6dbb201f814d2fe4ee,290,1,1106002.44,0.0,High Risk
0x054e37b3dfe1cc195847a10cfe12fe9a524d594f,290,1,1180771.94,0.0,High Risk
0x054d29d18b24b116cf1ec97526fdf92244ffdb85,290,2,3.1032867990206387e+18,1.0,High Risk
0x054cd5c13b59ec46a33dc96dfb9f99d38fd94d53,290,1,1106736.13,0.0,High Risk
0x054b4084307ba341e79624c84d808740cd229b8c,290,1,1.0769883855823712e+18,0.0,High Risk
0x054b2fbc2a88bd6f7219de60848c85ca7783d568,290,1,1107909.84,0.0,High Risk
0x02d6f83cdaaa281a48c8e2627eac84a6c843cc08,290,1,1.2068277101113972e+16,0.0,High Risk
0x02ce4a17f3cb0f68fa99d7b275c28c4cc318add8,290,1,997208.66,0.0,High Risk
0x02cd2b4bf11e6de846447526202b5f69760e7efb,290,1,1.44758440724371e+18,0.0,High Risk
0x02cc8d6b7f7d73358ff67589691532ccd8f43fd9,290,1,1.673238008930537e+17,0.0,High Risk
0x00fce3e318dfc490be549b266e85af457ee3d65b,290,1,1772510.3,0.0,High Risk
0x05c932400fefadbcfc589686f48506db5965da99,290,1,1021957.04,0.0,High Risk
0x05c7db85dd8471a25fc6b34dca4aed67ba518a49,290,1,1075776.0,0.0,High Risk
0x05c78cb90daf80eb6c57ae8657d8089e91345be4,290,1,1.1191814376473716e+18,0.0,High Risk
0x05c52cd5d423ee6f17334ff54ade74291d89f678,290,1,4.9081139663405754e+17,0.0,High Risk
0x02d1ef1d65fff7ad234b7e0d11c853cade2f513b,290,2,6.03548765062364e+19,1.4,High Risk
0x02d1a8ba9899069170eeb5339b300ec46ae0c8fb,290,1,1118392.22,0.0,High Risk
0x02d1470908285f35efeb65b00162134ec721118d,290,7,1.1397455497071141e+20,0.0,High Risk
0x02d0e2b7b3af01c1a4e9c7e0bbe6bb58c09e44a4,290,2,3.2200618597182746e+18,1.3,High Risk
0x02e030f6975cc1cbda531b11ae4fd7ec698600c7,290,1,4.328386963594779e+20,0.0,High Risk
0x02dbd660e8ee9d7b7fa41bb28434e6f9ceb66989,290,2,2259609.88,5.5,High Risk
0x02db807be71c8ffcaf8c69aa313292d382d69dd9,290,1,2.046218030103371e+17,0.0,High Risk
0x02db6d1adc9e057240ec42dc7bb952a254534ebf,290,1,1961869.74,0.0,High Risk
0x02dabc929961b484b6e41edbe3c25b97f870f507,290,1,1.0068726470243373e+18,0.0,High Risk
0x02c98fe643a484a9a6b1bbb656c13bc281c624ca,290,2,2114449.81,5.0,High Risk
0x02c6e7836e1a500ea2bf6cbc3c50c1adf742b670,290,1,2.484412835937539e+19,0.0,High Risk
0x02c5c964a7e7a4daed55efdce3859e433d739ef1,290,1,2.001833932184163e+18,0.0,High Risk
0x054ff0420b375e27e43998a97a244eaa51e5b1cd,290,1,1093721.22,0.0,High Risk
0x054fa0f8cde92f9fe429a514b7f050763178b064,290,2,1.454632283448942e+19,7.6,High Risk
0x054ecf2c2c0e21576b16f6b9877e0d9f18740528,290,1,10913.49,0.0,High Risk
0x02da983db0d963407f2e95ae60df3bd648c8a92a,290,2,2259609.88,5.5,High Risk
0x02da3599bfcda5a872b1b7158210369579f795ab,290,1,1051154.8,0.0,High Risk
0x02d93e0bdcb28c88add70252d7a70168c269d6cb,290,1,13666.59,0.0,High Risk
0x02d82a2663905f3ab3a880e257b9e8239949483a,290,1,1.845597410943424e+17,0.0,High Risk
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,290,2,2008334.64,3.3,High Risk
0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,290,2,3.196922247352163e+18,5.8,High Risk
0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,290,1,4.21998360140687e+17,0.0,High Risk
0x00f83f560dea6e8317900beabc89be027da154f8,290,6,4.276157728454941e+20,1.9,High Risk
0x010716be97151c482b999a87477aca6b2d122ed1,290,1,9.976468222967707e+17,0.0,High Risk
0x0104712abf87649bc5a0844b490fcf924f76da81,290,1,1.645164136123865e+17,0.0,High Risk
0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,290,1,1.1632082650243663e+18,0.0,High Risk
0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,290,1,1.3599341845317622e+17,0.0,High Risk
0x02d37ff31824b401ef5c19579032dad4d98a8d67,290,1,1053530.41,0.0,High Risk
0x02d326f3af9a097816a145dbea25100059a5cdc5,290,1,2.033085640272122e+17,0.0,High Risk
0x02d27fa03e3443a5aa5db3bbec4c9e7fa2695115,290,1,1058993.74,0.0,High Risk
0x02d2324ed8cbaa5405ca0e76c01dfa7c51b328db,290,1,1755767.89,0.0,High Risk
0x014d3a4e098ea342fffdacfebf63c464ce4a5d15,290,1,1107253.68,0.0,High Risk
0x014cca5a65e31b8eec52bf4210f7ea09bf9c9016,290,1,50044274082188.71,0.0,High Risk
0x014b0094e8c926067eff9bcf7f28608d80cb3694,290,2,2138775.94,5.8,High Risk
0x0149e057c5cf8e330fa5df824ad3c086ffc1cca9,290,2,2188441.03,0.1,High Risk
0x02f202fe714eadef1a33dc3d85de9b367d77426a,290,1,91425329669437.38,0.0,High Risk
0x02f176449675d72dbf1d33a1078e631743fe048e,290,1,1.535505668931578e+20,0.0,High Risk
0x02ef87478ec4a04f0dacc721f254084ed3772600,290,1,2.407638863360005e+16,0.0,High Risk
0x02e6cec9cf4d077956d9b2b2ed8175aad46fc809,290,1,1043801.01,0.0,High Risk
0x02e662fc8e76fe69ef0bea015f0913590d2769c0,290,1,1003834.54,0.0,High Risk
0x02e29a42993eb150ccf30ec2bb3dca160d763c89,290,1,1.7592802541184868e+18,0.0,High Risk
0x02e11fa8415aa760fff68f184fc1dd5f95aefb88,290,1,1111473.96,0.0,High Risk
0x02e052679578006663d478fae910081209b4026c,290,2,3.0001283533445516e+16,0.0,High Risk
0x02ee19a0a14b494ba9411c5bbba18931195fd51b,290,1,2.6021648799848692e+16,0.0,High Risk
0x00f63722233f5e19010e5daf208472a8f27d304b,290,2,5.078492355118937e+19,0.0,High Risk
0x00ef8b0cf8f81c2b40fc9233b16f2c21cd4f6f15,290,3,388768874.44,3.4,High Risk
0x02ead283625fb1016a8d50d3f94205f7f90dba20,290,1,1058589.71,0.0,High Risk
0x02ea60c42a1ed137b04eb4206977a8504b4c16d5,290,1,8048.74,0.0,High Risk
0x02e883c27f8fd486e8d17049c58fc0469716c04e,290,1,1116363.12,0.0,High Risk
0x02e75b9654e0d0711b877120c7e1a86b2592e380,290,2,884779949136331.2,1.8,High Risk
0x02f4a8a87c4458ee03e65a539a13d52d2925335f,290,1,1.8990536158222822e+17,0.0,High Risk
0x02f494a93a9e172722849643ce2f070e92a7baea,290,1,1.1222563954097432e+17,0.0,High Risk
0x013f0bc2b50373e02246a997f4c2cbdc869eea40,290,1,1518774830374849.5,0.0,High Risk
0x013eeca1e8f5e2ff4de43289cf2e87601bdeb2b3,290,1,5.401330818615518e+19,0.0,High Risk
0x013e68b23bc846a8b7792dd238ba9d387efe3392,290,1,4.186502089765539e+20,0.0,High Risk
0x05be3fbe36e84b550f687afa6f65b78884792e9b,290,2,2014173.1,5.6,High Risk
0x05bb0a35417765cf7b2fc8db8d7ce7ec2d58400d,290,1,1.6642811024000035e+17,0.0,High Risk
0x0257c9642f615dea26ba140f1f6e2875eed04031,290,1,98.72,0.0,High Risk
0x0257bc0be8a81893f201dd679e561e98b155c264,290,1,6.733816432985096e+19,0.0,High Risk
0x02662348a0c536e9444d8bc3cb6f9a5af39e3d18,290,1,1.4635514343863926e+17,0.0,High Risk
0x014d8a9260da47dcf00113bd34482cceac881a9d,290,6,4.12794766800122e+20,3.4,High Risk
0x00f70714e95b8d092546acdc8e52a02d6eedc934,290,1,1341674211.55,0.0,High Risk
0x053fe1dc0b4635966e27def85934daf14d9b4c38,290,1,1.0467971054132476e+19,0.0,High Risk
0x02ee663daf3bd6ab80be2e8b0f54abc8721b7d68,290,1,1.015238383467801e+18,0.0,High Risk
0x02fd763b2c3ccb4ed333ed780cfba62b9b65f675,290,1,1.0416487056377089e+18,0.0,High Risk
0x02fbe024637327931e70262658854cfdebefec92,290,1,1032874.52,0.0,High Risk
0x02f84f7c168cfda125318a1405f747bcf7eacf44,290,1,1577317.85,0.0,High Risk
0x02f6129b12fbf83b4457c57050b51de97ce8276b,290,2,3.239298680466999e+18,4.4,High Risk
0x02f4e1f34fcfe2f52139f3e5920fcfad5a1a8b94,290,1,1032022.06,0.0,High Risk
0x05463e72f20d07cc76b2380d697985964d6bfa14,290,2,2071409.73,6.9,High Risk
0x0544d1c4276d8b42281cf967698a1501fbd8a5fd,290,1,1.5442883991432904e+18,0.0,High Risk
0x0543c0669a824f5f4c1b5af7bd7dd73112656d39,290,1,1007210.73,0.0,High Risk
0x0542e8f95f765b81cd6a08db37d914f664db5d3e,290,3,4.981201194689135e+18,0.0,High Risk
0x054161306434f11bc27a980745a7e35f5e99cc17,290,3,2.59401467618899e+19,0.0,High Risk
0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,290,1,1.0143205260102403e+18,0.0,High Risk
0x00eacbbd373a91aa0d4485b0beb45b14816f835f,290,1,1109769.29,0.0,High Risk
0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,290,1,1004557.43,0.0,High Risk
0x00e97bf0997013cc741dbcaafba8f439d474c879,290,1,1032472.07,0.0,High Risk
0x00e928ef44122d31043f772b00b0d1821b020ff7,290,1,1862418.22,0.0,High Risk
0x01e7ad3b646b58a1e976230f9bf0215235132a76,290,1,1.2077125165042493e+18,0.0,High Risk
0x01e5a509402cd50fa2bf506a4ac58ac5fd2ad4f9,290,1,2.0138791585041494e+17,0.0,High Risk
0x01e49a2483d3337c0c4ba9dba68f28f6a36398ff,290,1,4.188663854779337e+20,0.0,High Risk
0x01d4bd1ce999e641430deed48f715c2113da3187,290,2,2.1333699519410964e+18,8.8,High Risk
0x018aae0cbe0aff89e183a7f1f0b34b308561b049,290,1,2.719027195920005e+16,0.0,High Risk
0x018a6ad6ef7642a5bfdc470a2e1cdebec1e41045,290,1,1.1048307191695122e+18,0.0,High Risk
0x018a26884caafb6a420d3de9541cf924178783de,290,1,1.3126439401450348e+18,0.0,High Risk
0x05a9c66e3ebce844800db7f1e5c9b3892541fb4c,290,3,2155689.3,0.0,High Risk
0x05a9c57436c5e002624a71df1a223b750e1aafa5,290,1,1658354.95,0.0,High Risk
0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,290,1,1.3340628090242732e+18,0.0,High Risk
0x00e87eb4a651f339219658165b87c204de6a7e5f,290,1,1055954.81,0.0,High Risk
0x02541c321cf0f1bbbdec7325d816acbd2aafb882,290,1,50287488.15,0.0,High Risk
0x0253a60208a4b7e121489955e1c4c53c5e22eb24,290,1,1.835673593351709e+17,0.0,High Risk
0x0251a94286c3a2cfebefd2558b916b7a6c180476,290,2,3012780.99,7.6,High Risk
0x025173dbf24729ca136788bfc953c52d68f76c0b,290,1,9933.02,0.0,High Risk
0x030cb7762dacad0e55e38eb6685d7923c68d7113,290,1,1103674.21,0.0,High Risk
0x030b67dac665e0dae36951c5a69a639c7a8492e0,290,1,498.71,0.0,High Risk
0x030a5e099482bab2259b3aa2afe176251a6280ef,290,1,2.001748969918211e+16,0.0,High Risk
0x030a031d24ff4fdf49d42328a9f75aaced335570,290,1,1.4385497667861985e+18,0.0,High Risk
0x03090a4006197538241dca9b635c9ad149d9097f,290,1,1230369.08,0.0,High Risk
0x0308e74c4971077380b748fd6bc0164a775386e3,290,2,2.0638369407002445e+18,0.5,High Risk
0x0305cc8c9cc1a0b1ff881cee4621873fe6f9f8e0,290,1,1.186257535000039e+18,0.0,High Risk
0x0305a736ce98f8768c5e927dfa15d0b04517a621,290,1,1.769334471107486e+19,0.0,High Risk
0x05407ddf01b09c3a04694bf34cf717934c03209a,290,1,1.733888726609105e+17,0.0,High Risk
0x05c9c5709ce386ced020d05d66b963af3acaee5b,290,1,95269005626420.6,0.0,High Risk
0x00eb8dc1785a096d7006ca9c64aa4ad5f2706691,290,1,11547.4,0.0,High Risk
0x030d4aa68030591cfd14814f6505ba6f57802c96,290,1,2.2528557797579347e+17,0.0,High Risk
0x031c0e3d66bdb6cad82b7f9efe20d00b55d785b3,290,1,1.004312185881295e+18,0.0,High Risk
0x0303df66b608496531b49940f19db4c024791454,290,1,1.0890418068787482e+18,0.0,High Risk
0x030252c314d52af695fdb0176942dec4566b6bb7,290,1,1569893.46,0.0,High Risk
0x02fe4d3a1b36a009941d1a136821ca368255bf76,290,1,2.0149426559801568e+17,0.0,High Risk
0x02fdb206bba3e5a61d8c5730c79a21f3caa78276,290,1,1106169.01,0.0,High Risk
0x030d0a4232b1ff4668858ae2c3d1ccffe08dc215,290,1,1105288.73,0.0,High Risk
0x030ccddbf7666d9f7f3bf97a920986a8a309957e,290,1,99.28,0.0,High Risk
0x01485be0b99f0c1949b6c4f1f70affdc39acb154,290,1,947317.51,0.0,High Risk
0x01531c1ff589c8ae0779562b1fa9095cdb78e084,290,3,3.3544186491057096e+18,10.8,High Risk
0x015281aaee9460e5948a609355f2599464eadf4f,290,1,1.2029734691943128e+16,0.0,High Risk
0x015ac33ae866f442ee65b6e0f658132d30e3c673,290,1,5.1371852882424653e+20,0.0,High Risk
0x0565547f1f76a5453ff27730f390689479637cb8,290,1,1.158216299357468e+18,0.0,High Risk
0x05652f73f092d02985a3acf758e2841056fada7d,290,1,2.181158332421784e+17,0.0,High Risk
0x05650c164aa6b7f73819f2df6d0dca58494f9619,290,1,1.0086925839807933e+18,0.0,High Risk
0x05cfa2830540f19d57fd16b3ad6d5a18cad878d8,290,1,1.4528996847809782e+17,0.0,High Risk
0x05cf1fab07d66d0755e770a3f3951cbe2467b4f9,290,1,1.1076692086027497e+18,0.0,High Risk
0x05ceffd4104ebc52638778968733d4fec8808060,290,3,3343848.0,8.6,High Risk
0x05cd49807e99379a1fa15d44fa5b3239f3432999,290,2,3.160844985510454e+18,1.1,High Risk
0x05cd14412ccd74f05379199181aa1847ed4802fd,290,3,3.329389899089925e+16,0.0,High Risk
0x05cbfb4688f53601d515624c6e65df0fb8ca5769,290,1,5.006945956574165e+19,0.0,High Risk
0x0316187ad162d7c5be2f7112662e353c85b6384b,290,1,1.418761416044331e+17,0.0,High Risk
0x03148673c88d563193fea07d9fb373234e67386a,290,1,1.8049104359773632e+18,0.0,High Risk
0x0314732f2aeb62651ce2f1712e51300aa6e1676e,290,2,2854766.81,7.3,High Risk
0x03146c86fd6737a8ca454dd8dbccd43284e133d2,290,3,4.411129602303424e+20,2.2,High Risk
0x0311ee008aaec2f8fede60d56207512b7f0d0802,290,1,1088462.55,0.0,High Risk
0x03116a2824b26d29e4f8f41555e674b679583402,290,3,4.011802210193323e+19,8.8,High Risk
0x030e371d56829ea5777c07d970484d03920091f9,290,1,1.5530503909000032e+17,0.0,High Risk
0x030de328e6a4855412279780172507240c4c7175,290,1,2.0192808156656045e+17,0.0,High Risk
0x032140da0856e068fc916fd5a369a33561419dd9,290,1,1.0213239063049272e+18,0.0,High Risk
0x031f2e22d9a20142ba0c809577e0003c9a3b1ec2,290,2,2361584.22,0.0,High Risk
0x031d7542ff2c60947b0959a87df1e9b3337d3667,290,1,7.683037009064163e+20,0.0,High Risk
0x00da972a32c522b02771520fb5e70fcb056927fb,290,2,2.2884796802060277e+23,0.1,High Risk
0x00da96f79c5969a61b5b15c6f5f800d760fad316,290,1,2.214343147576392e+17,0.0,High Risk
0x00da855f0f8924c454c93ea7c5d5d96757e1e652,290,2,2.1395714315260708e+18,0.0,High Risk
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,290,3,6.499780856033951e+20,18.3,High Risk
0x00e61fabc261401d3c47b6178e86449ae9890d73,290,3,4.256143422486089e+21,28.3,High Risk
0x00e61c3f169f0b2888137918053bdadda121bb44,290,1,1109962.4,0.0,High Risk
0x031d2da6a39dfe83c314df7c2e7a74bfad01773b,290,7,4.033591179379714e+18,28.4,High Risk
0x031c0b7a301322382ec7ab6af873dd9732e3d6e1,290,1,1.7422786226592918e+17,0.0,High Risk
0x0319f328205f66b18ef279c18efa3e3839c005f1,290,1,1306285.86,0.0,High Risk
0x03180215daa2759cbc86f2e487b25cca2883566d,290,1,3.186411762728266e+21,0.0,High Risk
